Source,Title,Link,Price,Posted,Description,Bedrooms,Bathrooms,Utilities Included,Image
The Cannon,"38 Youngman Dr, Guelph",https://thecannon.ca/classified/housing/170753/,$950,23/Aug/2026,"Quiet neighborhood 20 minute walk to University of Guelph, 10 minute walk to groceries and Stone Road mall.",N/A,N/A,False,
The Cannon,"1440 Gordon St, Guelph",https://thecannon.ca/classified/housing/170737/,$900.,22/Aug/2026,Winter semester room available in all male apartment.,N/A,N/A,False,
The Cannon,"151 Clairfields Dr E, Guelph",https://thecannon.ca/classified/housing/170733/,"$1,100 utilities included",22/Aug/2026,Flexible lease term (8 or 12 months),N/A,N/A,False,
The Cannon,"164 Water St, Guelph",https://thecannon.ca/classified/housing/170661/,$800,21/Aug/2026,1 large basement bedroom available in an all girls house,N/A,N/A,False,
The Cannon,"165 Harvard Rd, Guelph",https://thecannon.ca/classified/housing/170644/,$900/month,21/Aug/2026,Winter Sublet Available!,N/A,N/A,False,
The Cannon,"101 Woodland Glen Dr, Guelph",https://thecannon.ca/classified/housing/170640/,$1900,21/Aug/2026,"Located in a quiet & safe neighbourhood, this bright, clean 2-BR walk-out basement apt. has a private entrance & lots of natural light.",N/A,N/A,False,
The Cannon,"7 Clairfields Dr W, Guelph",https://thecannon.ca/classified/housing/170630/,$650,21/Aug/2026,"One basement bedroom with own shower & bathroom is available for rent in detached house at South End of Guelph (Gordon Street/Clairfields Dr). It is very clean, quiet & bright, near bus stops, 5 minutes drive to U of G, within 15 minute",N/A,N/A,False,
The Cannon,"12 Boulder Crescent, Guelph",https://thecannon.ca/classified/housing/170600/,$875,21/Aug/2026,Lower Level (2 Bedrooms):,2,N/A,False,
The Cannon,"63 Conroy Crescent, Guelph",https://thecannon.ca/classified/housing/170588/,$2250,21/Aug/2026,"Welcome to this beautifully appointed 2-bedroom, 2-bathroom all inclusive executive main floor condo, offering the perfect blend of style, comfort, and convenience.",N/A,N/A,False,
The Cannon,"42 Lowes Rd W, Guelph",https://thecannon.ca/classified/housing/170582/,$2400,21/Aug/2026,"Available October 1st 2026, a strong option for students looking for an easy rental in Guelph.",N/A,N/A,False,
The Cannon,"300 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/170576/,$899 +,21/Aug/2026,Stuck on the waitlist? We have a space for you!!,N/A,N/A,False,
The Cannon,"5 Clough Crescent, Guelph",https://thecannon.ca/classified/housing/170569/,$900,21/Aug/2026,8 Month Lease Option Available!,N/A,N/A,False,
The Cannon,"53 Katemore Dr, Guelph",https://thecannon.ca/classified/housing/170563/,$4000,21/Aug/2026,8 Month Lease Option!,N/A,N/A,False,
The Cannon,"51 Katemore Dr, Guelph",https://thecannon.ca/classified/housing/170535/,$900,21/Aug/2026,Condo Townhome – Westminster Woods Community.,N/A,N/A,False,
The Cannon,"61 Katemore Dr, Guelph",https://thecannon.ca/classified/housing/170530/,$3400,21/Aug/2026,Condo Townhome – Westminster Woods Community.,N/A,N/A,False,
The Cannon,House in Guelph,https://thecannon.ca/classified/housing/170360/,$500-800$,20/Aug/2026,"Hi, my name is Akram. I’m a 3rd-year UoG Student looking for a room to rent; I’m looking for an 8-month lease for anything less than 800 per month.",N/A,N/A,False,
The Cannon,"5 Duck Ln, Guelph",https://thecannon.ca/classified/housing/170512/,$820,20/Aug/2026,"Looking for a single person to occupy a single room (The other being shared by my sister and I) in a 2-bedroom basement unit in the south end of Guelph from September 1 onwards (8-12 months lease preferred). This unit has a separate entrance, giving",N/A,N/A,False,
The Cannon,"302 College Ave W, Guelph",https://thecannon.ca/classified/housing/170446/,$800 per room,20/Aug/2026,"Looking for the perfect student rental for the upcoming school year? This spacious 4-bedroom townhouse is ideally located just a 20-minute walk to the University of Guelph, making it easy to get to class, campus events, and all the amenities the area",N/A,N/A,False,
The Cannon,"302 College Ave E, Guelph",https://thecannon.ca/classified/housing/170404/,$850,20/Aug/2026,"Hello! 🙂 We are currently looking for 2 quiet, clean, and responsible female students to rent out the upstairs rooms of our home. Rooms come with a single bed with built-in drawers, a desk, and a desk chair. The bathroom upstairs will be shared",N/A,N/A,False,
The Cannon,"298 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/170398/,$899 +,20/Aug/2026,"BRAND NEW 4 bedroom, 2 bathroom lower unit for rent Sept 1st!",4,2,False,
The Cannon,"112 Victoria Rd N, Guelph",https://thecannon.ca/classified/housing/170378/,$3000,20/Aug/2026,"Looking for a clean, updated place for the school year without being locked into a 12-month lease?",N/A,N/A,False,
The Cannon,Apartment or Condo in Guelph,https://thecannon.ca/classified/housing/170279/,$600-700,19/Aug/2026,"Hey,",N/A,N/A,False,
The Cannon,"1083 Gordon St, Guelph",https://thecannon.ca/classified/housing/170335/,$999+,19/Aug/2026,"One large sun-filled bedroom is available for a one-year lease. Bus stops steps away from the door, and 4 minute drive to the University of Guelph. Beautiful open views, perfect for studying, morning coffee, or relaxing with friends. In-suite",N/A,N/A,False,
The Cannon,"128 Alice St, Guelph",https://thecannon.ca/classified/housing/170312/,$800,19/Aug/2026,"-Spacious, recently renovated 4 bedroom house available starting Sept 1st",4,N/A,False,
The Cannon,"8 Elsegood Dr, Guelph",https://thecannon.ca/classified/housing/170303/,$1117,19/Aug/2026,"[1 Bedroom Sublet] – 8 Elsegood Drive, Guelph",1,N/A,False,
The Cannon,"1291 Gordon St, Guelph",https://thecannon.ca/classified/housing/170272/,$1000,19/Aug/2026,"One unfurnished bedroom, with private 3pcs-ensuite, in a student oriented condo.",N/A,N/A,False,
The Cannon,"216 Ferguson St, Guelph",https://thecannon.ca/classified/housing/170244/,$1700,19/Aug/2026,2 Bedroom Legal Basement Apartment,2,N/A,False,
The Cannon,"7 Kay Cres, Guelph",https://thecannon.ca/classified/housing/170236/,$1600,19/Aug/2026,"A furnished 1-bedroom with a private bathroom is available in an upscale, quiet condo apartment located in South Guelph. The unit includes shared access to a fully equipped kitchen and offers a comfortable, peaceful living environment.The condo is",N/A,N/A,False,
The Cannon,"28 Waterloo Ave, Guelph",https://thecannon.ca/classified/housing/170231/,$2500,19/Aug/2026,"Location, Location, Location!",N/A,N/A,False,
The Cannon,"60 Arkell Rd, Guelph",https://thecannon.ca/classified/housing/170225/,$1000,19/Aug/2026,2 Rooms open in a beautiful new townhouse on Arkell Road ( 5 Rooms Total ),N/A,N/A,False,
The Cannon,"1035 Victoria Rd S, Guelph",https://thecannon.ca/classified/housing/170208/,$1150,19/Aug/2026,Hey everyone!,N/A,N/A,False,
The Cannon,"29 Dudley Dr, Guelph",https://thecannon.ca/classified/housing/170188/,$3000,18/Aug/2026,"Hello,",N/A,N/A,False,
The Cannon,"30 Landsdown Dr, Guelph",https://thecannon.ca/classified/housing/170140/,$700,18/Aug/2026,"One private room available for rent in Southend of Guelph in walkoutunit. Steps to bus station and one bus directly to UOFG in less 7 minutes. Within 20 minute walk to all amenities. Available January 1st, 2027.",N/A,N/A,False,
The Cannon,"165 Arthur St N, Guelph",https://thecannon.ca/classified/housing/170115/,$899 +,18/Aug/2026,Last room left in this complex!,N/A,N/A,False,
The Cannon,"12 Chartwell Crescent, Guelph",https://thecannon.ca/classified/housing/170114/,$875,18/Aug/2026,"1 upstairs Bedroom for rent for students, close to College Avenue West.",N/A,N/A,False,
The Cannon,"102 Kensington St, Guelph",https://thecannon.ca/classified/housing/170111/,$1695,18/Aug/2026,"Well appointed basement apartment, separate entrance, laundry in unit (not shared), parking for 1 vehicle in driveway, but possibly 2nd on street.",N/A,N/A,False,
The Cannon,"16 Borden St, Guelph",https://thecannon.ca/classified/housing/169932/,$960.16 includes wifi and,16/Aug/2026,LOCATION!  The Red Roof House @ 16 Borden Street  is a  6 minute walk to north edge of campus (College Ave. at Gordon) … then you have to cross Johnson Green ( bike or on foot) to University Centre/ Library etc.  We are offering a Main floor well,N/A,N/A,False,
The Cannon,"18 Fairview Blvd, Guelph",https://thecannon.ca/classified/housing/169926/,$920.18 and 960.16 furnished,16/Aug/2026,"Larger furnished  bedroom available now and smaller furnished bedroom Sept. 1st both well furnished.  Kitchen well equipped, and no coin laundry machines in basement. Other residents are  quiet and three are PhD either employed  U of G U of W , one",N/A,N/A,False,
The Cannon,"125 Raymond St, Guelph",https://thecannon.ca/classified/housing/169842/,$725,16/Aug/2026,"🏠 1 Room Available for Rent in a clean and comfortable 2-bedroom apartment, perfect for students attending University of Guelph",N/A,N/A,False,
The Cannon,"23 Conroy Crescent, Guelph",https://thecannon.ca/classified/housing/169827/,$950 all inclusive *,15/Aug/2026,"1 private bedrooms left for rent, in spacious  3 bedroom apartment located on upper level of Semi Detached House. You will share a full kitchen, bathroom & living room. Shared backyard with lower level tenant and outdoor patio. AC in unit and",3,N/A,False,
The Cannon,"124 Gosling Gardens, Guelph",https://thecannon.ca/classified/housing/169561/,$3400,13/Aug/2026,"Bright three-bedroom, 2+1 bathroom end-unit condo townhouse well suited for up to four students. The open kitchen and living room provide comfortable shared space, with patio doors leading to a fully fenced outdoor area.",N/A,1,False,
The Cannon,"96 Clough Crescent, Guelph",https://thecannon.ca/classified/housing/169102/,$800,11/Aug/2026,"Well maintianed guess room for rent, ideal for students or working professionals who need quiet space. Lease available anytime now. Features include all equiped kitchen, spacious dining room and living room, and a lovely deck with beautiful sunshine.",N/A,N/A,False,
The Cannon,"22 Porter Dr, Guelph",https://thecannon.ca/classified/housing/169006/,$1000,10/Aug/2026,"Looking for a comfortable place to live in Guelph during the school year? A furnished bedroom is available in the South End, perfect for a student.",N/A,N/A,False,
The Cannon,"165 Terraview Crescent, Guelph",https://thecannon.ca/classified/housing/168908/,$1000,9/Aug/2026,"Two private, furnished bedrooms are available in a clean, welcoming owner-occupied home, beginning September 6, 2026 through April 30, 2027.",N/A,N/A,False,
The Cannon,"337 Gordon St, Guelph",https://thecannon.ca/classified/housing/168712/,$1700,8/Aug/2026,Live in a fully furnished  2 bedroom basement student apartment with it’s own entrance right across the street from Guelph U.  Be part of an all female student house. Utilities and wifi included. Laundry onsite. Parking available.  Bus stop to,2,N/A,False,
The Cannon,"82 Thatcher Dr, Guelph",https://thecannon.ca/classified/housing/168162/,$900,7/Aug/2026,"Stacked Condo apartment, built in 2025 so new. Bedroom #2 available for $900/ room + utilities, for females, apartment shared with 2 other female, 8 minute commute from University. One parking available for a price. Fully equipped kitchen and a",N/A,N/A,False,
The Cannon,"166 Suffolk St W, Guelph",https://thecannon.ca/classified/housing/168495/,$685,6/Aug/2026,"1 bedroom in an all female shared house with 4 others, 3 fourth year students and 1 second year student. 1 Washroom and 1 shared full kitchen. Looking for a quiet female housemate, preferably in STEM.",1,N/A,False,
The Cannon,"136 Paisley St, Guelph",https://thecannon.ca/classified/housing/168470/,$3000,6/Aug/2026,"Welcome to 136 Paisley St, a newly renovated 5-bedroom semi-detached home offering classic red brick charm and an unbeatable location just a 10 minute walk from downtown Guelph! Enjoy the convenience of having restaurants, shops, parks and everyday",N/A,N/A,False,
The Cannon,"Hadati Rd, Guelph",https://thecannon.ca/classified/housing/168445/,$1700,6/Aug/2026,"Bright, newly built 1-bedroom walkout apartment available immediately through November 30, with the possibility of extending into a longer-term lease afterward.",N/A,N/A,False,
The Cannon,"120 Huron St, Guelph",https://thecannon.ca/classified/housing/168346/,$1750,6/Aug/2026,STUNNING LUXURY New York Loft style corner unit with Spacious Master bedroom with Ensuite and walk in closet. Looking for a roommate to share this stunning 2 bedroom loft in a newly renovated building. Available October. 01  This 1005 Sq/Ft apartment,2,N/A,False,
The Cannon,"45 Kingsbury Square, Guelph",https://thecannon.ca/classified/housing/168239/,$1000,5/Aug/2026,"I have one room available in a 3 bedroom Condo! Rent is 1000/month, which includes wifi and utilities. Females only!  Msg me if interested or for more pictures 🙂 705-341-5440",3,N/A,False,
The Cannon,"34 Ridgeway Ave, Guelph",https://thecannon.ca/classified/housing/167835/,$875 + 75 set utilities,2/Aug/2026,"3-bedroom, 1 bathroom unit! Ready for June 1st move in! (Please note, 2 bedrooms are occupied and we are looking for 1 more female tenant to fill the unit).",2,1,False,
The Cannon,"302 College Ave W, Guelph",https://thecannon.ca/classified/housing/167545/,$1010,31/Jul/2026,"Lower level of condo solely occupied by renter.  Female owner lives in upper 2 levels with small quiet dog, Lu Lu. Shared front entrance with renter and owner.   Large carpeted living/bedroom in renter’s space.  Oversize window. Couch/coffee table",N/A,N/A,False,
The Cannon,"39 Cedar St, Guelph",https://thecannon.ca/classified/housing/167341/,$895,30/Jul/2026,just purchased newly renovated looking to fill this 4 bedroom house with 4 studious u of g students. all new stainless steel appliances. parking for four.  20 minute walk to the u of g $895 all in per room. sept to april lease contact travis to view,4,N/A,False,
The Cannon,"1055 Gordon St, Guelph",https://thecannon.ca/classified/housing/166817/,$850,26/Jul/2026,Looking for 2 more female University of Guelph students to join a newly renovated 3-bedroom house. One female first year student is already occupying the third bedroom.,N/A,N/A,False,
The Cannon,"824 Woolwich St, Guelph",https://thecannon.ca/classified/housing/166806/,$1100,26/Jul/2026,"Quiet and comfortable neighbourhood and living space in a newly built townhouse condo shared with one other female student going into second year. Fully furnished home with a separate bathroom and shared kitchen, living room and laundry area. 5",N/A,N/A,False,
The Cannon,"1 Joyce Pl, Guelph",https://thecannon.ca/classified/housing/166156/,$1800,21/Jul/2026,"This never-before-lived-in, newly renovated 2-bedroom basement apartment offers a comfortable and private living space in the desirable Grange Hill East neighbourhood. The unit features a private entrance, modern finishes, a bright open-concept",N/A,N/A,False,
The Cannon,"93 Arthur St S, Guelph",https://thecannon.ca/classified/housing/166150/,$2600,21/Jul/2026,"Located in the heart of Guelph’s vibrant and highly sought-after Metalworks community, this two-bedroom, two-bathroom unit offers modern living in a well-designed layout. As you enter through the front door, you’ll find the laundry area to your left,",N/A,N/A,False,
The Cannon,"194 Waterloo Ave, Guelph",https://thecannon.ca/classified/housing/166113/,$2200.00,21/Jul/2026,"3 BEDROOM APT. UTILITIES INCLUDED, RECENTLY RENOVATED, 20 MINUTE WALK TO UNIVERSITY OF GUELPH,10 MINUTE WALK TO DOWNTOWN, BUS STOP OUTSIDE UNIT, WALKING DISTANCE TO TRAIN STATION, SHOPPING AND GUELPH FARMERS MARKET. PARKING AGREEMENT AVAILABLE FOR",3,N/A,True,
The Cannon,"178 Summerfield Dr, Guelph",https://thecannon.ca/classified/housing/165842/,$1080,20/Jul/2026,"One Spacious Furnished Master Bedroom with Private Washroom Is For Rent For Quiet and respectful person in a spacious house. 2 Washrooms. Laundry, Kitchen. 1 minute walk to Bus stop to University of Guelph.",N/A,N/A,False,
The Cannon,"66 Rodgers Rd, Guelph",https://thecannon.ca/classified/housing/165713/,$900,19/Jul/2026,Looking for a comfortable and convenient student home? This spacious 4-bedroom shared house has 1 room available starting September 1 – perfect for students who want it all.,N/A,N/A,False,
The Cannon,"141 Dimson Ave, Guelph",https://thecannon.ca/classified/housing/162724/,$980.41  per mo & 990.41,29/Jun/2026,"Now and/or Sept 1st ’26 … Quiet, well equipped, well furnished & very international  and near Southside of Campus … 10 minute walk, or 5 minute bike ride to U of G via passthrough walkway to Monticello Crescent. One room main floor north",N/A,N/A,False,
The Cannon,"20 Wyndham St N, Guelph",https://thecannon.ca/classified/housing/162453/,$2400,26/Jun/2026,🏡 3-Bedroom Downtown Apartment for Rent,N/A,N/A,False,
The Cannon,"52 Macdonell St, Guelph",https://thecannon.ca/classified/housing/162446/,$1350,26/Jun/2026,Small but cozy and well-located 1-bedroom apartment available in the heart of downtown Guelph.,N/A,N/A,False,
The Cannon,"38 Yewholme Dr, Guelph",https://thecannon.ca/classified/housing/162198/,$900.00,25/Jun/2026,STUDENT ROOM RENTAL,N/A,N/A,False,
The Cannon,"8 Ontario St, Guelph",https://thecannon.ca/classified/housing/161865/,$1350,23/Jun/2026,"1 Bedroom Apartment for Rent – Available August 1, 2026",1,N/A,False,
The Cannon,"2 Oak St, Guelph",https://thecannon.ca/classified/housing/161403/,$2700,19/Jun/2026,"Beautiful basement apartment in a detached house for a group of 3 students, located on Oak St. right near No Frills and a 10 minute walk to campus. Gordon St. bus stop outside front door.",N/A,N/A,False,
The Cannon,"2 Oak St, Guelph",https://thecannon.ca/classified/housing/160780/,$3000,15/Jun/2026,"Beautiful detached house for a group of 3 students, located on Oak St. right near No Frills and a 10 minute walk to campus. Gordon St. bus stop outside front door.",N/A,N/A,False,
The Cannon,"1055 Gordon St, Guelph",https://thecannon.ca/classified/housing/160729/,$900,15/Jun/2026,3 Rooms Available – Premium Student Townhouse | South End Guelph,N/A,N/A,False,
The Cannon,"551 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/160409/,$900,12/Jun/2026,"One private bedroom available for sublet in a 3bedroom, 1bathroom house from May 1st to the middle/end of August.",3,1,False,
The Cannon,"39 Truesdale Crescent, Guelph",https://thecannon.ca/classified/housing/160256/,$925,12/Jun/2026,Premium 4 Bedrooms in Student Rental – South End Guelph,4,N/A,False,
The Cannon,"115 Arthur St N, Guelph",https://thecannon.ca/classified/housing/160194/,$2800,11/Jun/2026,"AVAILABLE oCT / SEPT 1   FURNISHED EXECUTIVE 1 BEDROOM, MAIN FLOOR of a Triplex within 10 minute walk from the River path walkways, Sleeman Center and DOWNTOWN Guelph.",1,N/A,False,
The Cannon,"145 Arthur St N, Guelph",https://thecannon.ca/classified/housing/160188/,$2450,11/Jun/2026,"Lease from SEPT 1ST  this MAIN FLOOR  3 bedroom apartment located a 5 minute walk from downtown has been recently painted and updated with new flooring , lighting and blinds.  The unit is over 2 floors , the basement has 2 updated bedrooms, stackable",3,N/A,False,
The Cannon,"145 Arthur St N, Guelph",https://thecannon.ca/classified/housing/160182/,$2550,11/Jun/2026,"Lease from Sept 1, 5 MINUTE WALK FROM DOWNTOWN Location. Just $2550+util . This Upper Duplex has 3 good sized bedrooms The unit is over 2 floors , the 2nd floor has 3 bedrooms, 4pc bathroom and  cozy kitchen complete with fridge, stove, dishwasher",3,N/A,False,
The Cannon,"11 Neeve St, Guelph",https://thecannon.ca/classified/housing/160176/,$3800,11/Jun/2026,"SEPTEMBER 1 $3800/mth + UTIL ( $760/room) WHOLE HOUSE. VERIFIED LANDLORD, AMAZING DOWNTOWN LOCATION on a quiet street central to the train station and  bus hub. 5 separate bedrooms, 2 full 4pc  bathroom,   large eat-in kitchen with gas stove,",N/A,N/A,False,
The Cannon,"9 Amos Dr, Guelph",https://thecannon.ca/classified/housing/159052/,$3800,5/Jun/2026,South-end 4-bedroom Townhouse with Bright Walk-Out Basement.,N/A,N/A,False,
The Cannon,"3 Law Dr, Guelph",https://thecannon.ca/classified/housing/158520/,$5395,3/Jun/2026,"Looking for the perfect student house that everyone wants to live in? This brand-new 6-bedroom home offers modern finishes, large equal-sized bedrooms, and an ideal location with easy access to the university.",N/A,N/A,False,
The Cannon,"20 Wyndham St N, Guelph",https://thecannon.ca/classified/housing/158310/,$1650,2/Jun/2026,"Spacious 2-bedroom apartment located on the 2nd floor in the heart of Downtown Guelph. Close to shops, restaurants, public transit, entertainment, and all major amenities.",N/A,N/A,False,
The Cannon,"358 Scottsdale Dr, Guelph",https://thecannon.ca/classified/housing/156488/,$900 per month,22/May/2026,1 bedroom available in a 5-bedroom shared condo. Proximity to the University and all amenities. More pictures available upon request. $900/month.,1,N/A,False,
The Cannon,"2 Oak St, Guelph",https://thecannon.ca/classified/housing/155598/,$5000,19/May/2026,"Beautiful detached house for a group of 5+ students, located on Oak St. right near No Frills and a 10 minute walk to campus. Gordon St. bus stop outside front door.",N/A,N/A,False,
The Cannon,"920 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/155435/,$925,18/May/2026,"Spacious furnished rooms available in a quiet townhouse, minutes from the University of Guelph.",N/A,N/A,False,
The Cannon,"625 Hanlon Rd, Guelph",https://thecannon.ca/classified/housing/154704/,$2325,14/May/2026,"Spacious 1-bedroom left in a 3 bedroom basement apt, 1-bathroom basement apartment available for Aug 1, 2026. Conveniently located on Hanlon Rd, just a 2-minute walk to a direct University of Guelph bus route, within 25 minute walk to Stone Road",3,N/A,False,
The Cannon,"12 Boulder Crescent, Guelph",https://thecannon.ca/classified/housing/147806/,$895,17/Apr/2026,Spacious 5-Bedroom Student Rental in Southend Guelph | Flexible Group Options | May 1st,N/A,N/A,False,
The Cannon,"26 Edinburgh Rd S, Guelph",https://thecannon.ca/classified/housing/141636/,$750,31/Mar/2026,"Furnished room with shared bathroom and kitchen available August 01 or September01. The property located a 15 minute walk to downtown and within a 7 minute drive to Linamar, Conestoga College and Guelph University.",N/A,N/A,False,
The Cannon,"26 Darnell Rd, Guelph",https://thecannon.ca/classified/housing/131417/,$800+,9/Mar/2026,1 unfurnished bedroom for 1 female UOG student available for rent for period of October 1st/26-Aug 31/27. This well maintained south end single detached house is 5 min from UOG. Other 3 rooms are occupied by female mature students. Common areas are,N/A,N/A,False,
Places4Students,"Places4Students | $1,550/mo · 2 BED BASEMENT Walking distance to U OF GUELPH! in Guelph",https://www.places4students.com/schools/198/listings/properties/129046,"$1,550",N/A,"$1,550/mo · View 2 BED BASEMENT Walking distance to U OF GUELPH! — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",2,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/078/730/129046_9682_l1.JPG
Places4Students,Places4Students | $850/mo · Surrounded by Nature - Close to Campus - Prime Location (Edinburgh/Ironwood) ALL INCLUSIVE in Guelph,https://www.places4students.com/schools/198/listings/properties/246337,$850,N/A,"$850/mo · View Surrounded by Nature - Close to Campus - Prime Location (Edinburgh/Ironwood) ALL INCLUSIVE — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",N/A,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/138/818/246337_8938.jpg
Places4Students,"Places4Students | $1,350/mo · 1 bedroom, New, Clean, Self Contained, Separate Entrance Walk-out  Basement Apt, $1350/mth in Guelph",https://www.places4students.com/schools/198/listings/properties/242371,"$1,350",N/A,"$1,350/mo · View 1 bedroom, New, Clean, Self Contained, Separate Entrance Walk-out  Basement Apt, $1350/mth — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",1,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/143/333/242371_2825_l1.jpeg
Places4Students,Places4Students | $650/mo · 1 Bedroom Available in a Brand New 2-Bedroom Basement – Furnished & Move-In Ready in Guelph,https://www.places4students.com/schools/198/listings/properties/300531,$650,N/A,"$650/mo · View 1 Bedroom Available in a Brand New 2-Bedroom Basement – Furnished & Move-In Ready — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",1,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/411/947/300531_2340.jpg
Places4Students,Places4Students | $750/mo · Rooms for Rent - 750 per room in Guelph,https://www.places4students.com/schools/198/listings/properties/324519,$750,N/A,"$750/mo · View Rooms for Rent - 750 per room — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",N/A,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/452/835/324519_0273.jpg
Places4Students,"Places4Students | $1,766/mo · Bright 1-Bedroom Walkout Basement Apartment – All-Inclusive ($1,800/mo) in Guelph",https://www.places4students.com/schools/198/listings/properties/301189,"$1,766",N/A,"$1,766/mo · View Bright 1-Bedroom Walkout Basement Apartment – All-Inclusive ($1,800/mo) — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",N/A,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/412/997/301189_0343.jpg
Places4Students,"Places4Students | $2,850/mo · 4 bedrooms ready to move in in Guelph",https://www.places4students.com/schools/198/listings/properties/320931,"$2,850",N/A,"$2,850/mo · View 4 bedrooms ready to move in — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",4,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/126/498/320931_3224.jpg
Places4Students,Places4Students | $800/mo · NEAR OVC & GUELPH UNIVERSITY  (3 bed rooms)  WITH THREE PARKING in Guelph,https://www.places4students.com/schools/198/listings/properties/151018,$800,N/A,"$800/mo · View NEAR OVC & GUELPH UNIVERSITY  (3 bed rooms)  WITH THREE PARKING — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",3,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/092/179/151018_9073.jpg
Places4Students,"Places4Students | $1,900/mo · One bedroom basement apartment available in Guelph",https://www.places4students.com/schools/198/listings/properties/179469,"$1,900",N/A,"$1,900/mo · View One bedroom basement apartment available — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",N/A,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/078/696/179469_2785.jpeg
Places4Students,"Places4Students | $2,900/mo · Now Leasing - Landsdown Lofts! in Guelph",https://www.places4students.com/schools/198/listings/properties/316846,"$2,900",N/A,"$2,900/mo · View Now Leasing - Landsdown Lofts! — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",N/A,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/438/352/316846_8279.jpg
Places4Students,"Places4Students | $1,800/mo · Bright  1 bd basement apartment in Guelph",https://www.places4students.com/schools/198/listings/properties/320815,"$1,800",N/A,"$1,800/mo · View Bright  1 bd basement apartment — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",N/A,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/447/222/320815_1177.jpeg
Places4Students,"Places4Students | $1,100 – $1,200/mo · EDINBURGH VILLAGE on Chancellors Way - Guelph's Premier Student Housing Community in Guelph",https://www.places4students.com/schools/198/listings/properties/139445,"$1,100",N/A,"$1,100 – $1,200/mo · View EDINBURGH VILLAGE on Chancellors Way - Guelph's Premier Student Housing Community — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",N/A,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/034/614/139445_1256_l1.jpg
Places4Students,"Places4Students | $1,050/mo · 2 Private Bedrooms in 3-Bed Townhouse close to U of G ($1050/mo) in Guelph",https://www.places4students.com/schools/198/listings/properties/324976,"$1,050",N/A,"$1,050/mo · View 2 Private Bedrooms in 3-Bed Townhouse close to U of G ($1050/mo) — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",N/A,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/455/196/324976_9570.png
Places4Students,"Places4Students | $1,950/mo · ALMA@Guelph Student Housing in Guelph",https://www.places4students.com/schools/198/listings/properties/282570,"$1,950",N/A,"$1,950/mo · View ALMA@Guelph Student Housing — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",N/A,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/144/144/282570_2909_l1.png
Places4Students,Places4Students | Listing Not Found,https://www.places4students.com/schools/198/listings/properties/324062,N/A,N/A,The requested listing could not be found.,N/A,N/A,False,N/A
Places4Students,Places4Students | $960/mo · 1 Bedroom Available NOW – Sunny South End Condo Near U of G On-site viewing by Appointment in Guelph,https://www.places4students.com/schools/198/listings/properties/287196,$960,N/A,"$960/mo · View 1 Bedroom Available NOW – Sunny South End Condo Near U of G On-site viewing by Appointment — off-campus student housing in Guelph, near University of Guelph - Guelph, ON. See photos, pricing, and contact details.",1,N/A,False,https://p4s-cdn.b-cdn.net/tenants/p4s/storage/members/0000/167/024/287196_0939.jpg
